Ime,Država,Naziv,Classical ocena,Rapid ocena,Blitz ocena,Leto rojstva,Število iger
" Sokolovskis, Pavels ",LAT, ,1531,1717,1660,2007,33
" Bagirov, Eldar ",LAT, ,1530,1595,1440,1964,1
" Zavjalovs, Jegors ",LAT, ,1530,1447,0,2000,0
" Derbenev, Arseniy ",LAT, ,1525,1713,1381,2010,36
" Pidgora,Andrejs ",LAT, ,1525,1446,1436,2006,0
" Plate, Marks ",LAT, ,1525,1564,1537,1984,0
" Kalinicenko, Maksims ",LAT, ,1523,1583,1618,1998,0
" Zageris, Martins ",LAT, ,1522,0,0,1989,0
" Ivanovs, Viktors ",LAT, ,1521,1701,1501,1962,2
" Petersons, Ojars ",LAT, ,1517,1641,1778,1961,60
" Kudelkins, Viktors ",LAT, ,1516,1782,0,1954,3
" Savchuks, Kirils ",LAT, ,1516,1495,0,1998,0
" Muzis, Renars ",LAT, ,1515,1658,1488,2009,11
" Tihijs, Aleksejs ",LAT, ,1515,1565,1496,2001,0
" Gerasimovs, Aleksejs ",LAT, ,1512,1507,1448,2002,0
" Eid, Fadi ",LBN, IM ,2323,2335,2291,1970,486
" El Jawich, Amro ",LBN, FM ,2299,2302,2296,1995,436
" Assaf, Mansour ",LBN, CM ,2278,2272,0,,39
" Antonios, Johnny ",LBN, CM ,2269,2181,2246,1981,52
" Khairallah, Faisal ",LBN, FM ,2245,2180,2313,1975,494
" Loheac Ammoun, Frank ",LBN, FM ,2230,0,0,1950,129
" El Samad, Mohamad Omar ",LBN, ,2222,0,2207,1984,0
" Najjar, Ahmad ",LBN, FM ,2214,2127,2161,1966,621
" Thomas, David ",LBN, ,2210,0,0,,47
" Choukralla, M. ",LBN, ,2205,0,0,,4
" Chahrour, Ibrahim ",LBN, IM ,2187,2087,2087,1997,199
" Omar, Hytham ",LBN, ,2185,0,0,,69
" Kassis, Antoine ",LBN, FM ,2163,2141,2077,1972,578
" Sakr, Nassim ",LBN, CM ,2162,2074,2135,1973,280
" Tawbeh, Muneer ",LBN, ,2160,0,0,,40
" Shamieh, Mahmoud ",LBN, CM ,2158,2159,0,1987,32
" Nasser, Kamal ",LBN, ,2125,0,0,,17
" Atwi, Ali ",LBN, ,2123,2113,0,1988,62
" Khoder, Akram ",LBN, FM ,2117,2034,2034,2005,112
" Dagher, Walid ",LBN, ,2103,0,0,1972,55
" Mroweh, Husein ",LBN, ,2101,0,0,1981,8
" Ftouni, Maan ",LBN, ,2090,0,0,1978,23
" Tomb, Maroun ",LBN, CM ,2090,2177,0,1984,762
" Shehab, Hisham ",LBN, ,2087,0,0,,27
" Nasser, Nabil ",LBN, ,2085,0,0,1978,57
" Nader, Elias ",LBN, ,2081,2119,2061,,46
" El Jawish, Ali ",LBN, ,2079,0,2082,1964,57
" Kobeissi, Daniel ",LBN, ,2077,2023,0,1993,12
" Ammoun, Hani ",LBN, ,2076,0,0,1960,17
" Mouradian, Knarik ",LBN, WIM ,2064,2126,2090,1983,315
" Boulos, Carlos ",LBN, CM ,2063,2132,2054,2004,105
" Jardak, Hadi ",LBN, ,2063,0,0,1961,20
" Kayle, Charles ",LBN, ,2061,0,0,1964,206
" Chahine, Abdallah ",LBN, ,2055,0,0,,50
" Arkadan, Adib ",LBN, ,2049,1891,1919,2006,127
" Assaad, Joe ",LBN, ,2049,1901,1864,1998,39
" Nassar, Marwan ",LBN, ,2044,2065,2014,1983,172
" Shamieh, Jamal ",LBN, ,2034,2080,2037,1985,194
" Khalil, Adnan ",LBN, ,2031,1931,2004,,47
" Nekrasova, Elena ",LBN, WFM ,2028,1928,1883,1970,184
" Adeimi, Michel ",LBN, ,2024,1983,2010,1994,91
" Al Kaoury, Mahdi ",LBN, CM ,2024,2061,2094,1993,151
" EL Mahmoud, AbdulAziz ",LBN, CM ,2014,1976,2072,1972,18
" Bassel, Charaf ",LBN, ,2006,2083,2118,1986,245
" Moukhbatt, Judit ",LBN, ,2005,0,0,1960,8
" Ghoson, Mohamad ",LBN, ,2004,0,0,,8
" Kaloust, Giorgio ",LBN, ,2000,1827,1882,2002,140
" Kneoo, Khaled ",LBN, ,2000,0,0,,22
" Sursock, Sameer ",LBN, FM ,1996,2034,1993,,224
" Shihab, Khaled ",LBN, ,1995,1958,2004,,42
" Ezzaldeen, Ayman ",LBN, ,1994,0,0,1969,5
" Asmar, Elie ",LBN, ,1980,2012,2010,,180
" Hariri, Hadi Moustafa ",LBN, ,1977,1853,1588,1988,9
" Tohme, Antoine ",LBN, ,1970,0,0,1981,11
" Hovnanian, Serge ",LBN, ,1965,0,0,1982,11
" Maasarani, Mahmoud ",LBN, ,1963,1898,2039,1968,183
" Somoff, Abdo ",LBN, FM ,1963,1965,1941,1961,84
" Abdo, Antuan ",LBN, ,1962,0,0,,21
" Vayanos,George Marwan ",LBN, ,1961,1732,0,2006,17
" Moudallal, Tarek ",LBN, ,1956,1858,1852,1978,275
" Grishina, Alexandra ",LBN, WFM ,1954,2012,2024,1982,100
" Barakat, Rafic ",LBN, ,1952,1889,1986,1962,111
" Hariri, Nizar ",LBN, ,1952,1947,2050,,36
" Abdel Ahad, Moussa Mario ",LBN, ,1933,1854,1487,2006,25
" Oknayan, Razmig ",LBN, ,1932,1987,1932,1992,59
" Akhrass, Roland ",LBN, ,1930,1974,1867,1979,83
" Oknayan, Jirair ",LBN, ,1928,1972,1938,1991,28
" Salman, Samer ",LBN, ,1924,1824,1824,2004,67
" Mrad, Charif ",LBN, ,1923,1875,1950,1970,79
" Akiki, Michel ",LBN, ,1921,0,0,1970,39
" Rizkallah, Rabel ",LBN, ,1918,0,0,1993,18
" Saliba, Nicolas ",LBN, ,1914,1814,1865,1985,14
" Haidar, Hashem-Ali ",LBN, ,1910,0,0,,51
" Singer, Imad ",LBN, ,1903,0,1986,1981,22
" Abou El Hussen, Amir ",LBN, ,1901,1801,1851,1989,57
" Al Salman, Mohamad ",LBN, ,1901,1939,1956,1992,48
" Nassar, Marc ",LBN, ,1889,2015,2050,1996,105
" Zeidan, Mohammad ",LBN, ,1887,1871,2027,,76
" Mikati, Mohammad ",LBN, ,1882,1865,1874,,47
" Makhlouf, Youmna ",LBN, WFM ,1881,0,0,1985,57
" Khechen, Nabil E ",LBN, IM ,1879,1882,2011,1948,200
" Khallouf, Abdallah ",LBN, ,1878,1855,1761,1995,93
" Shamieh, Sayed ",LBN, ,1876,1829,1904,1988,11
" Fugate, David Courtney ",LBN, ,1861,1844,0,1977,12
" Brounsouzian, Hrair ",LBN, ,1859,1869,1851,1977,24
" El Baba, Rawan ",LBN, ,1846,0,0,1950,0
" Jebejian, Vahe ",LBN, ,1844,0,0,1993,20
" El Ayyash, Rawad ",LBN, ,1836,1881,1859,1981,125
" Hamawi, Karim ",LBN, ,1836,1760,1736,1998,61
" Hammoud, Nadim ",LBN, ,1834,1849,1847,1991,102
" Haydar, Amin ",LBN, ,1833,0,0,,29
" Houmsi, Ghassan ",LBN, ,1828,1836,0,1970,95
" Farhat, Jawad ",LBN, ,1826,1735,1664,2002,69
" Mouradian, Suzan ",LBN, ,1825,0,0,1982,123
" Habash, Mohamad ",LBN, ,1823,1724,1696,1992,114
" Sharbel, Marwan ",LBN, ,1817,1797,1865,,188
" Chidiac, Henry ",LBN, ,1816,0,0,1980,28
" Jalloul, Maya ",LBN, WFM ,1816,1888,1949,1990,265
" Bohlok, Houssam ",LBN, ,1814,1832,1872,1986,83
" Karam, Michel ",LBN, ,1814,1976,1795,,8
" Torossian, Hovhannes ",LBN, ,1806,1706,0,1970,11
" Sayegh, Elias ",LBN, ,1797,1786,1759,,36
" Ghnatios, Ralph ",LBN, ,1793,1695,1695,1990,100
" El Arbi, Abdulhamid ",LBN, ,1791,0,0,,43
" Hanna, Elie ",LBN, ,1790,1803,1838,,46
" Attieh, Wael ",LBN, ,1787,1704,1753,,26
" Abou Zahr, Ezzeddine ",LBN, ,1781,1681,1681,1986,44
" Hamad, Mohammad ",LBN, ,1780,1784,1801,,29
" Bitar, Joseph ",LBN, ,1776,1763,0,1976,7
" Jawhar, Oussama ",LBN, ,1773,1690,1673,1970,84
" Khairallah, Ralph ",LBN, ,1764,1819,1724,1998,144
" Farhat, Mohamed ",LBN, ,1762,1783,1851,1982,56
" Majied, Amer ",LBN, ,1761,1604,1661,1988,13
" El Zein, Zayne-Eddine ",LBN, ,1756,1870,1627,2011,9
" Salameh, Wassim ",LBN, ,1740,1671,1854,,24
" Khalili, Moustafa ",LBN, ,1735,1694,1690,1992,52
" Iaali, Abdelrahman ",LBN, ,1733,1765,1721,1994,38
" Saad, Charbel ",LBN, ,1733,1828,1792,,49
" Berbari, Imad ",LBN, ,1732,1636,1711,,132
" Abdo, Moussa ",LBN, ,1725,1703,1711,,27
" Oknayan, Krikor ",LBN, ,1720,1485,1712,,61
" Shamieh, Sara ",LBN, WCM ,1717,1815,1809,1990,31
" Slim, Nadim ",LBN, ,1717,1635,1631,1988,37
" Tarraf, Tarraf ",LBN, ,1716,0,1669,1973,138
" Chidiac, Ghady ",LBN, ,1706,1606,1606,2001,7
" Ferzli,Michael ",LBN, ,1706,1675,1689,2001,0
" Aramali, Ohannes ",LBN, ,1703,1773,1604,,19
" Haidar, Wassim ",LBN, ,1702,1626,0,1986,24
" Mikati, Hani ",LBN, ,1693,1636,1679,1962,97
" Khadra, Michael ",LBN, ,1690,1673,0,1979,22
" Bedoyan, Hrag ",LBN, ,1684,0,0,1992,0
" Salameh, Sleiman ",LBN, ,1674,1774,1672,1976,11
" Terzian, Kevork ",LBN, ,1673,0,0,,69
" Salameh, Rami ",LBN, ,1671,1636,1609,1970,41
" Diab, Moetassem ",LBN, ,1668,1568,1666,1993,11
" Ward, Serge ",LBN, ,1665,1703,1594,,67
" El Zein, Bassam ",LBN, ,1658,1661,1416,2013,0
" Hamoushi, Mohamad Ali ",LBN, ,1655,1595,0,1995,12
" Rashidi, Rabih ",LBN, ,1655,1715,1770,,39
" Torbey, Sara ",LBN, ,1652,0,0,1983,31
" Matta, Dany ",LBN, ,1651,1567,1616,1975,41
" Jouni, Hassan ",LBN, ,1647,1586,1705,1970,129
" Lakhoyan, Hrag ",LBN, ,1645,1545,1545,2004,72
" Moughames, Ronald ",LBN, ,1642,1649,1666,1992,59
" Kassas, Mohamad ",LBN, ,1631,0,0,1970,23
" Madani, Nicolas ",LBN, ,1629,0,1529,1993,15
" Saridar, Toufic ",LBN, ,1628,1683,0,1997,16
" Abi Karam, Joseph ",LBN, ,1626,0,0,1997,0
" Jabr, Bernard ",LBN, ,1626,0,0,,57
" Hijazi, Mohammed M ",LBN, ,1608,1624,0,1972,30
 Tarabay Hady ,LBN, ,1608,1797,0,2004,0
" Karam, Youssef Mark ",LBN, ,1604,1460,1431,2007,33
" Kabalan, Farah ",LBN, ,1602,1590,0,,35
" Kassar, Bashar ",LBN, ,1601,1473,1361,2006,68
" Daou, Ziad ",LBN, ,1600,1655,1601,1972,18
" Kamar, Mohamad ",LBN, ,1599,1545,0,1993,10
" Hanna, Naji ",LBN, ,1594,0,0,,27
" Kfoury, Raymond ",LBN, ,1594,1547,1539,1965,45
" Abbas, Khalil ",LBN, ,1590,1653,1884,,0
" Bedrosian, Danielle ",LBN, ,1590,1603,1690,,44
" Abdel Malek, Khalil Amir ",LBN, ,1589,1489,0,1998,9
" Saliba, Sam Andrew ",LBN, ,1587,1577,0,2002,15
" Rammal, Ayman ",LBN, ,1582,1676,0,1985,16
" Harb, Jad Jihad ",LBN, ,1578,1594,0,1999,6
" Fakih, Mohamad ",LBN, ,1574,1624,0,1986,31
" Al Dahabi, Mohamad ",LBN, ,1571,1686,1679,1985,0
" Hidari, Walid ",LBN, ,1570,0,0,1987,18
" Badieh, Mahmoud ",LBN, ,1566,1706,1490,2008,48
" Toubaili, Taha ",LBN, ,1565,0,0,1989,2
" Farhat, Hady ",LBN, ,1557,1547,1468,1999,30
" Obegi, Karim ",LBN, ,1549,0,0,2007,0
" Barakat, Christopher ",LBN, ,1547,0,0,1994,0
" El Jawich, Mohammad ",LBN, ,1545,1554,1445,2006,101
" Toufayli, Adnan ",LBN, ,1544,1534,1498,1970,31
" Zgheib, Georges ",LBN, ,1543,1619,1457,,17
" Karam, Raymond ",LBN, ,1541,1441,0,2007,5
" Abou Jawdeh, Samer ",LBN, ,1540,0,0,,6
" Mounayar, Maroun ",LBN, ,1537,0,0,1964,0
" Iskandarian, Edward ",LBN, ,1535,1515,0,2006,10
" Hariri, Chadi Moustafa ",LBN, ,1525,1515,1752,1981,8
" Saba, Georges ",LBN, ,1525,1525,0,1998,0
" Harb, Gregory ",LBN, ,1524,0,0,1991,5
" Fawaz, Kassem ",LBN, ,1519,1419,1574,,58
" Janbein, Salah ",LBN, ,1518,1482,1551,,8
" Katerjian, Vladimir ",LBN, ,1515,1655,1832,2000,4
" Abi Nader, Charles ",LBN, ,1510,1670,1760,,43
" Kelebozian, Hrag ",LBN, ,1510,0,0,1998,11
" Mrad, Hamza ",LBN, ,1507,1515,0,2002,23
" Al Kass, Abdallah ",LBN, ,1503,0,0,2002,1
" Demirjian,Mark ",LBN, ,1502,0,0,1979,13
" Fawaz,Mohamad ",LBN, ,1502,1513,1600,2009,60
" Abou El Kateh, Adham ",LBN, ,1497,1497,1709,,14
" El Mawla, Khalil Issa ",LBN, ,1485,1379,1380,2003,5
" Saadeh, Antoine ",LBN, ,1485,1477,1556,1976,39
" Kashmar, ahmad ",LBN, ,1480,1476,1471,1977,0
" Chebli, Haytham ",LBN, ,1474,1353,0,,0
" Fakhoury, Dory ",LBN, ,1472,1448,1372,1995,34
" Eid, Wissam ",LBN, ,1469,1483,1533,1995,40
" Assoum, Nour ",LBN, ,1468,1400,0,2005,69
" Issa, Mounir ",LBN, ,1468,1413,0,1966,6
" Nasser, Hadi ",LBN, ,1468,1508,1490,2001,0
" Edelby, Ahmad ",LBN, ,1466,1360,1420,1968,34
" El Saleh, Riham ",LBN, ,1465,1547,0,1998,42
" Abou Taam, Fatima ",LBN, ,1462,1457,1497,2009,19
" Ramadan, Wissam ",LBN, ,1459,1556,1564,,53
" Mouwakdie, Mathieu ",LBN, ,1455,1453,0,,28
" Khatib, Mohamad ",LBN, ,1452,1459,1532,1970,43
" Kassar, Paul ",LBN, ,1446,1363,1450,1968,60
" Baydoun, Rayan ",LBN, ,1444,1417,1344,2004,9
" Bazarbashian, Krikor ",LBN, ,1443,1482,0,1996,43
" Attieh, Skye ",LBN, ,1440,1436,1566,2015,17
" Chaaya, Antoine ",LBN, ,1438,0,0,1968,35
" Flayhan, Zouhair ",LBN, ,1438,1517,1338,1984,0
" Helou, Jad Bechara ",LBN, ,1438,1398,0,1991,0
" Dia, Ahmad ",LBN, ,1434,1462,1472,,17
" Kassar, Pierre ",LBN, ,1428,1390,1432,1968,32
" Mansour, Halim ",LBN, ,1426,1583,1484,1999,37
" Moghnieh, Hussein ",LBN, ,1423,1480,1499,1982,13
" Fawaz, Nadia ",LBN, ,1422,1285,1430,2010,97
" Khachan, Simon ",LBN, ,1411,1601,0,1967,8
" Wehbi, Issa ",LBN, ,1409,1736,1547,,17
" Zrour, Hanna ",LBN, ,1408,1344,1196,1987,0
" Darweeche, Roaa ",LBN, ,1406,1359,1367,2006,24
" Abdullatif, Hassan ",LBN, ,1405,1461,1400,1999,35
" Saadeddine, Adam ",LBN, ,1398,1300,1167,2012,20
" Kalouche, Samuel ",LBN, ,1397,1297,0,2011,0
" Abou Mourad,Kamil ",LBN, ,1394,0,0,1965,7
" Arnaout, Abdelrahman ",LBN, ,1394,1532,0,2005,0
" Abi Rached, Joseph ",LBN, ,1389,1737,1515,1983,28
" Kabalan, Mohamad ",LBN, ,1389,1488,1425,2003,62
" Fakoua, Khalil ",LBN, ,1384,1478,1410,1950,17
" Housseiny, Ali ",LBN, ,1376,1305,0,2000,7
" Itawi, Ali Hassan ",LBN, ,1369,0,0,2000,0
" El Nawar, Peter ",LBN, ,1362,1518,1647,2008,5
" Thoumi, Antoine ",LBN, ,1362,1781,1391,1983,8
" Attieh, Kate ",LBN, ,1361,1462,0,2012,16
" Jaafar, Ali ",LBN, ,1352,1534,0,1997,0
" El Hajj, Youssef ",LBN, ,1345,1412,1353,1986,15
" Abchee, Alexandre ",LBN, ,1343,0,0,2003,42
" Mroue, Bachar ",LBN, ,1339,1445,1271,2006,0
" Al Assi, Ahmad ",LBN, ,1338,1594,1374,1987,0
" Dbaibo, Abed ",LBN, ,1331,0,0,1996,1
" Obeid, Omar ",LBN, ,1327,1444,1377,1999,28
" Arnelian, Nanor ",LBN, ,1307,1305,1328,2004,40
" Al Ghazzawi, Omar ",LBN, ,1305,1617,1414,1995,15
" Azar, Jacob ",LBN, ,1296,0,0,1997,4
" Kaypekian, Ignace ",LBN, ,1291,0,1481,1995,0
" Bou Mjahid, Naji ",LBN, ,1289,1154,0,1975,8
" Diab, Majd ",LBN, ,1282,1161,0,2007,7
" Maasarani, Karim ",LBN, ,1280,1185,0,2005,6
" Gharissa, Mahmoud ",LBN, ,1278,1178,1178,2004,0
" Arnaout, Ziad ",LBN, ,1276,1266,0,2005,0
" Chatila, Abdulkader ",LBN, ,1267,1639,1722,1970,14
" Mouawad , Antoni ",LBN, ,1262,1272,1205,2012,18
" El Hajj, Mohamad ",LBN, ,1258,0,0,1970,13
" Ali Khan, Amani ",LBN, ,1253,1369,0,1993,90
" khoury, Rabih ",LBN, ,1251,1431,1313,1981,22
" Ayoub, Sergio ",LBN, ,1245,0,0,2004,8
" Tabaja, Ali ",LBN, ,1245,1282,1281,2007,10
" Schoucair, Thomas ",LBN, ,1244,0,0,2006,5
" Dib, Danielle ",LBN, ,1242,1146,0,2008,14
" Chlela, Karen ",LBN, ,1238,1250,0,2001,24
" Zeitouni, Jad ",LBN, ,1238,1383,0,1994,0
" Hamdoun, Karim ",LBN, ,1235,1191,1216,2009,28
" Yaman, Wajeeh ",LBN, ,1231,1628,0,1996,0
" Jardali, Achraf ",LBN, ,1221,0,0,1995,8
" Halik, Walid ",LBN, ,1217,0,0,1965,9
" El Habboub, Hicham ",LBN, ,1207,1290,1300,2010,22
" El Khatib , Malek Ali ",LBN, ,1207,0,0,2002,17
" Arkadan, Adam ",LBN, ,1203,1262,1277,2011,18
" Sayah, Hisham ",LBN, ,1200,0,0,1974,18
" Moussa, Georges ",LBN, ,1194,1366,0,2005,9
" Khoder, Mazen ",LBN, ,1192,1166,1175,1974,13
" Hamadeh, Sally ",LBN, ,1190,1290,0,2011,19
" Kazandjian,Aram ",LBN, ,1189,1404,1428,1982,9
" Nassif, Mariel ",LBN, ,1185,1034,1185,2010,2
" El Hossari, Machaal ",LBN, ,1178,1175,0,1984,0
" Bassam, Adam ",LBN, ,1177,1208,1177,2004,35
" Halima, Misbah ",LBN, ,1169,0,0,1999,0
" Karam, Peter ",LBN, ,1163,1331,0,2010,17
" Kaddah, Hassan ",LBN, ,1162,1278,1187,1997,7
" Dib, Maria ",LBN, ,1160,1240,0,2008,8
" Somoff, Christina ",LBN, ,1159,1112,1141,2006,20
" Farhat, Mohamad Ali ",LBN, ,1158,1197,1197,2007,21
" Hamdoun, Jad ",LBN, ,1157,1192,1183,2003,49
" Salman, Fatima ",LBN, ,1155,1122,1081,2006,27
" Eid, Floron ",LBN, ,1152,1270,1181,1975,24
" Kattan, Ghada ",LBN, ,1144,1174,1334,1971,9
 hassoun mohamad ,LBN, ,1132,0,0,2007,0
" Louak, Milad ",LBN, ,1101,1364,1287,1998,24
" Traboulsi, Theo Joe ",LBN, ,1100,0,0,2010,7
" Hamdoun, Rayan ",LBN, ,1092,1046,1061,2005,17
" Sermanoukian, Alexander ",LBN, ,1083,0,0,2006,0
" Sayegh, Mariam ",LBN, ,1081,0,0,2010,22
" Abdallah, Jennifer ",LBN, ,1078,0,0,2004,6
" El Khoury, Chebel Rouham ",LBN, ,1071,0,0,2004,0
" Khodor, Rim ",LBN, ,1065,1059,0,2007,9
" Mahdi, Issa ",LBN, ,1045,1257,1041,2002,0
" Khanjian, Samir ",LBN, ,1030,1023,1334,1964,18
" El Melhem, Elias ",LBN, ,1029,1277,0,1971,7
" Itani, Omar ",LBN, ,1029,1267,0,2004,0
" Ayoub, Auriane ",LBN, ,1026,1036,1038,2011,0
" Ayoub, Aziz ",LBN, ,1017,1210,0,1972,0
" Abbas, Ali ",LBN, ,0,0,0,2010,46
" Abbas, Mohamad ",LBN, ,0,0,0,1981,0
" Abboud, Eddy ",LBN, ,0,0,0,1979,6
" Abboud, Elie ",LBN, ,0,0,0,2006,0
" Abboud, Elijah ",LBN, ,0,0,0,2014,0
" Abboud, Joseph ",LBN, ,0,0,0,1962,5
" Abboud, Patrick ",LBN, ,0,0,0,1995,0
" Abdal Khalik, Luay ",LBN, ,0,0,0,2004,0
" Abdalah, Haidar ",LBN, ,0,0,0,1994,0
" Abdallah, Bassam ",LBN, ,0,0,0,2005,18
" Abdallah, Jamal ",LBN, ,0,0,1966,1957,1
" Abdel Khalek, Assad Ayman ",LBN, ,0,0,0,1965,0
" Abdel Malek, Khalil Grace ",LBN, ,0,0,0,2003,0
" Abdel Malek, Wael Adam ",LBN, ,0,0,0,2002,0
" Abdel Mottaleb, Khalouf ",LBN, ,0,1644,0,1995,0
" Abdel Salam, Kamal ",LBN, ,0,0,0,2010,0
" Abdel Sater, John Arz ",LBN, ,0,0,0,2007,0
" Abdelhady, Hisham ",LBN, ,0,0,0,,0
" Abdelkarim, Karim ",LBN, ,0,1390,0,1950,0
" Abdelkhalek, Mohamad ",LBN, ,0,0,0,,0
" Abdelkhalek, Nazih ",LBN, ,0,0,0,1975,0
" Abdo, Elie ",LBN, ,0,0,1783,1984,0
" Abdo, Oussama ",LBN, ,0,0,1863,1950,1
" Abdul Khalek, Assad Ayman ",LBN, ,0,1290,0,1965,0
" Abdul Khalek, Hadi ",LBN, ,0,0,0,1988,0
" Abdul Rahim, Abdul Rahman ",LBN, ,0,0,0,1970,0
" Abdul Rahim, Ghazal ",LBN, ,0,0,0,1963,0
" Abdul Samad, Amer ",LBN, ,0,0,0,1996,0
" Abdulaziz, Issa ",LBN, ,0,0,0,1998,0
" Abdulkader, Karim ",LBN, ,0,0,0,2011,8
" Abdulkader, Tala ",LBN, ,0,0,0,2008,6
" Abdulkhader, Karim ",LBN, ,0,0,0,2001,0
" Abdullah, Alaadin ",LBN, ,0,1404,0,2000,0
" Abdullah, Hamed ",LBN, ,0,1506,0,1999,0
" Abdulrahman, Hoblos ",LBN, ,0,0,0,2007,0
 abed el khalek Hasan Mario ,LBN, ,0,0,0,2005,0
" Abedlmalak, Grace ",LBN, ,0,0,0,2003,0
" Abedlmalak, Zuheir Khalil ",LBN, ,0,0,0,1971,0
" Abi Azar, Jean ",LBN, ,0,0,0,2006,0
" Abi Chaaya, Rolanthony ",LBN, ,0,0,0,2015,0
" Abi Fadel, Najib ",LBN, ,0,0,0,2001,0
" Abi Farraj, Bahaa Ali ",LBN, ,0,0,0,2009,0
" Abi Jaoudeh, Clara ",LBN, ,0,0,0,2007,0
" Abi Nader, Miyo ",LBN, ,0,0,0,2011,0
" Abo Rida,Jawad ",LBN, ,0,0,0,2015,0
" Abou Adelah, Ghassan ",LBN, ,0,1502,0,1970,0
" Abou Al Jalad, Georges ",LBN, ,0,0,0,2004,0
" Abou Chakra, Manal ",LBN, ,0,0,0,,0
" Abou Daher, Hiba ",LBN, ,0,0,0,2004,0
" Abou Daya , Mohamad Hassan ",LBN, ,0,0,0,2006,0
" Abou Deeb, Mark ",LBN, ,0,1280,0,2010,1
" Abou Dib, Hanna ",LBN, ,0,0,0,1975,0
" Abou Elias, Marc ",LBN, ,0,0,0,2008,0
" Abou Elias, Peter ",LBN, ,0,0,0,2011,0
" Abou Ezzedine, Faissal Jad ",LBN, ,0,0,0,1986,0
" Abou Ghatas Mouhana, Samir Assaad ",LBN, ,0,0,0,1995,0
" Abou Hamdan, Ali ",LBN, ,0,0,0,1970,0
" Abou Hamdan, Mazen ",LBN, ,0,0,0,1988,0
" Abou Hamdan, Wissam ",LBN, ,0,0,0,2009,0
" Abou Hawili, Jad ",LBN, ,0,0,0,2000,0
" Abou Jaoude, Elias ",LBN, ,0,0,0,1958,0
" Abou Jaoude, Elie ",LBN, ,0,1769,0,1982,9
" Abou Khalil, Imad ",LBN, ,0,0,0,1966,0
" Abou Nassif, Ahmad ",LBN, ,0,0,0,,46
" Abou Nemri, Alaa ",LBN, ,0,0,0,2001,0
" Abou Nemri, Aysha Naoumi ",LBN, ,0,0,0,2005,0
" Abou Nemri, Chihade ",LBN, ,0,0,0,,0
" Abou Nemri, Nohad ",LBN, ,0,0,0,2006,0
" Abou Nemri, Nour ",LBN, ,0,0,0,1991,0
" Abou Nemri, Yasmine ",LBN, ,0,0,0,2005,0
" Abou Nemri, Zeinab ",LBN, ,0,0,0,2002,0
" Abou Nimri, Bilal ",LBN, ,0,0,0,,0
" Abou Saed, Rani ",LBN, ,0,0,0,2002,0
" Abou Saleh, Khalil ",LBN, ,0,0,0,1979,0
" Abou Salman, Naji ",LBN, ,0,0,0,,1
" Abou Shakra, Alaa ",LBN, ,0,0,0,1997,0
" Abou Taam, Khaled ",LBN, ,0,0,0,1970,0
" Abou Taam, Mahmoud ",LBN, ,0,0,0,1994,0
" Abou Zaher Mohamad, Rayan ",LBN, ,0,1330,0,2009,0
" Abou Zaher Mohamad, Taym ",LBN, ,0,0,0,2013,0
" Abou Zahr, Adam ",LBN, ,0,0,0,2012,0
" Abou Zahr, Elsa Carole ",LBN, ,0,0,0,2013,0
" Abou Zeid , Eddy ",LBN, ,0,0,0,2000,0
" Abrahamian, Aram ",LBN, ,0,0,0,,0
" Abrahamian, Sevag Apig ",LBN, ,0,1220,0,1994,0
" Abu Alfa, Imad Al Deen ",LBN, ,0,1499,0,2001,0
" Abu Daher, Omran ",LBN, ,0,0,0,2007,1
" Abu Daher, Razan ",LBN, ,0,0,0,2009,1
" Abu Izzeddin, Faisal Jad ",LBN, ,0,1551,0,1986,0
" Abu Mujahid, Naji ",LBN, ,0,1369,0,1973,0
" Acra, Michel ",LBN, ,0,0,0,1998,0
 Adam El Hajj Chehade ,LBN, ,0,0,0,2016,0
" Afyouni, Jamal ",LBN, ,0,0,0,1965,3
" Agopian, Elias ",LBN, ,0,0,0,1990,0
 Ahmad Hamdar ,LBN, ,0,0,0,2016,0
" Ahmad, Ahmad Walid ",LBN, ,0,0,0,1982,0
" Ahmad, Fawaz Abdelwahab ",LBN, ,0,0,0,1997,0
" Ahmad, Ghady Sayed ",LBN, ,0,0,0,2010,0
" Ahmad, Jawad ",LBN, ,0,1693,0,,0
" Ahmad, Sara ",LBN, ,0,0,0,2005,0
" Ahmad, Sarah ",LBN, ,0,0,0,2005,0
" Ahmad, Zaher Sayed ",LBN, ,0,0,0,2005,0
" Ajaj, Samih ",LBN, ,0,1739,0,1971,0
" Ajam,Bilal ",LBN, ,0,0,0,1989,0
" Ajamy, Wassim ",LBN, ,0,0,0,1970,0
" Ajjawi, Mohannad ",LBN, ,0,0,0,1990,0
" Akanan, Bassam ",LBN, ,0,0,0,1998,0
" Akashian Robert, Sarkis ",LBN, ,0,0,0,2010,0
" Akashian Robert,Trasdamart ",LBN, ,0,0,0,2010,0
" Akelian, Sarkis ",LBN, ,0,0,0,1989,0
" Akil, Mohamad ",LBN, ,0,0,0,,4
" Akl, Jad ",LBN, ,0,1380,0,1997,0
" Akl, Nabil Fouad ",LBN, ,0,0,0,1955,0
" Akl, Nabilshadi ",LBN, ,0,0,0,2004,0
" Akl, Shadi ",LBN, ,0,0,0,2004,0
" Akra, Sama ",LBN, ,0,0,0,2011,0
" Al Abeed , Seraj Aldin ",LBN, ,0,0,0,2010,10
" Al Abid, Bassem ",LBN, ,0,0,0,1966,7
